# Parity manifest: which comparison tier each corpus input and
# observable is entitled to. Published evidence, regenerated by
# `zig build parity-manifest -Denable-oracle=true`; the portable
# gate lives in conformance/parity_expectations.tsv.
#
# Coordinate deviations are in bond lengths (one bond = 50 units)
# and are per-(architecture, toolchain, optimize-mode) values: they
# describe the build that produced this file, not a promise about
# any other build.
#
# member	bucket	atoms	status	clean_pose	arch_unstable	order_unstable	arch_max_dev_bl	order_max_dev_bl
adversarial/515	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/516	medium	39	ok	0	coordinates,dofs,dofs_set,component_transforms,component_transforms_set	-	4.142	0.000
adversarial/517	small	23	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/518	small	16	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/519	large	61	ok	0	coordinates,component_transforms,component_transforms_set	-	0.009	0.000
adversarial/520	small	13	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/521	large	69	ok	0	coordinates,component_transforms,component_transforms_set	-	4.823	0.000
adversarial/522	small	27	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/523	medium	44	ok	0	coordinates,component_transforms,component_transforms_set	-	0.011	0.000
adversarial/524	medium	34	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/525	small	22	ok	0	coordinates,component_transforms,component_transforms_set	-	0.639	0.000
adversarial/526	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/527	medium	42	ok	0	coordinates,component_transforms,component_transforms_set	-	5.384	0.000
adversarial/528	large	57	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/529	medium	49	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/530	tiny	8	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/531	medium	42	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/532	medium	47	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/533	medium	49	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/534	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/535	large	62	ok	0	coordinates,component_transforms,component_transforms_set	-	2.732	0.000
adversarial/536	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	3.732	0.000
adversarial/537	tiny	8	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/538	small	23	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/539	large	52	ok	0	coordinates,component_transforms,component_transforms_set	-	0.004	0.000
adversarial/540	huge	85	ok	0	coordinates,component_transforms,component_transforms_set	-	0.286	0.000
adversarial/541	tiny	7	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/542	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/543	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.005	0.000
adversarial/544	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/545	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/546	small	12	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/547	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/548	small	24	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/549	small	14	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/550	medium	46	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/551	small	11	ok	1	-	-	0.000	0.000
adversarial/552	tiny	7	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/553	medium	32	ok	0	coordinates,component_transforms,component_transforms_set	-	0.864	0.000
adversarial/554	large	63	ok	0	coordinates,component_transforms,component_transforms_set	-	0.004	0.000
adversarial/555	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.013	0.000
adversarial/556	medium	43	ok	0	coordinates,component_transforms,component_transforms_set	-	0.010	0.000
adversarial/557	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/558	large	56	ok	0	coordinates,component_transforms,component_transforms_set	-	0.042	0.000
adversarial/559	large	52	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/560	tiny	7	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/561	large	65	ok	0	coordinates,component_transforms,component_transforms_set	-	0.008	0.000
adversarial/562	large	59	ok	0	coordinates,dofs,dofs_set,dof_penalties,dof_penalties_set,component_transforms,component_transforms_set	-	4.005	0.000
adversarial/563	small	16	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/564	tiny	5	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/565	large	57	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/566	medium	40	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/567	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/568	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/569	medium	34	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/570	huge	78	ok	0	coordinates,component_transforms,component_transforms_set	-	12.000	0.000
adversarial/571	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/572	large	51	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/573	small	14	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/574	large	63	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/575	small	12	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/576	small	22	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/577	large	63	ok	0	coordinates,component_transforms,component_transforms_set	-	0.105	0.000
adversarial/578	medium	49	ok	0	coordinates,dofs,dofs_set,dof_penalties,dof_penalties_set,component_transforms,component_transforms_set	-	10.000	0.000
adversarial/579	large	56	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/580	large	62	ok	0	coordinates,component_transforms,component_transforms_set	-	0.005	0.000
adversarial/581	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	0.016	0.000
adversarial/582	medium	41	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/583	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/584	medium	46	ok	0	coordinates,component_transforms,component_transforms_set	-	3.164	0.000
adversarial/585	small	11	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/586	tiny	8	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/587	small	11	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/588	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.026	0.000
adversarial/589	medium	35	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/590	small	16	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/591	large	54	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/592	small	12	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/593	medium	44	ok	0	coordinates,component_transforms,component_transforms_set	-	1.496	0.000
adversarial/594	large	55	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/595	tiny	6	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/596	huge	76	ok	0	coordinates,component_transforms,component_transforms_set	-	13.876	0.000
adversarial/597	small	11	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/598	tiny	8	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/599	medium	42	ok	0	coordinates,dofs,dofs_set,component_transforms,component_transforms_set	-	7.240	0.000
adversarial/600	small	15	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/601	tiny	8	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/602	large	50	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/603	medium	38	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/604	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/605	medium	47	ok	0	coordinates,component_transforms,component_transforms_set	-	18.813	0.000
adversarial/606	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	6.000	0.000
adversarial/607	small	10	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/608	small	29	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/609	medium	40	ok	0	coordinates,component_transforms,component_transforms_set	-	1.679	0.000
adversarial/610	small	17	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/611	small	17	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/612	medium	42	ok	0	coordinates,component_transforms,component_transforms_set	-	0.018	0.000
adversarial/613	medium	38	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/614	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/615	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/616	small	15	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/617	medium	40	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/618	medium	43	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/619	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/620	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/621	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	3.458	0.000
adversarial/622	small	15	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/623	medium	33	ok	0	coordinates,component_transforms,component_transforms_set	-	0.007	0.000
adversarial/624	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	2.236	0.000
adversarial/625	small	20	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/626	medium	45	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/627	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/628	small	16	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/629	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/630	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/631	medium	33	ok	0	coordinates,component_transforms,component_transforms_set	-	0.005	0.000
adversarial/632	large	57	ok	0	coordinates,component_transforms,component_transforms_set	-	13.455	0.000
adversarial/633	large	59	ok	0	coordinates,dofs,dofs_set,component_transforms,component_transforms_set	-	11.000	0.000
adversarial/634	small	13	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/635	small	13	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/636	small	22	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/637	large	68	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/638	medium	45	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/639	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/640	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/641	small	12	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/642	small	19	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/643	small	15	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/644	medium	42	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/645	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.206	0.000
adversarial/646	small	14	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/647	small	18	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/648	small	18	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/649	small	15	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/650	small	14	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/651	large	57	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/652	tiny	6	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/653	medium	34	ok	0	coordinates,component_transforms,component_transforms_set	-	4.671	0.000
adversarial/654	small	13	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/655	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/656	medium	38	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/657	small	19	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/658	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	1.491	0.000
adversarial/659	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/660	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/661	medium	35	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/662	large	50	ok	0	coordinates,component_transforms,component_transforms_set	-	5.245	0.000
adversarial/663	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	0.006	0.000
adversarial/664	large	69	ok	0	coordinates,component_transforms,component_transforms_set	-	13.642	0.000
adversarial/665	small	12	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/666	small	12	ok	1	-	-	0.000	0.000
adversarial/667	large	61	ok	0	coordinates,component_transforms,component_transforms_set	-	12.215	0.000
adversarial/668	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.012	0.000
adversarial/669	large	57	ok	0	coordinates,component_transforms,component_transforms_set	-	0.034	0.000
adversarial/670	large	55	ok	0	coordinates,dofs,dofs_set,dof_penalties,dof_penalties_set,component_transforms,component_transforms_set	-	10.000	0.000
adversarial/671	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.024	0.000
adversarial/672	small	10	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/673	small	13	ok	0	coordinates,component_transforms,component_transforms_set	-	0.019	0.000
adversarial/674	large	64	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/675	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/676	medium	43	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/677	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.027	0.000
adversarial/678	small	18	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/679	large	58	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/680	medium	31	ok	0	coordinates,component_transforms,component_transforms_set	-	0.030	0.000
adversarial/681	large	50	ok	0	coordinates,component_transforms,component_transforms_set	-	0.004	0.000
adversarial/682	large	69	ok	0	coordinates,component_transforms,component_transforms_set	-	0.005	0.000
adversarial/683	medium	44	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/684	large	52	ok	0	coordinates,component_transforms,component_transforms_set	-	0.029	0.000
adversarial/685	medium	33	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/686	large	50	ok	0	coordinates,component_transforms,component_transforms_set	-	0.033	0.000
adversarial/687	medium	48	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/688	large	56	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/689	small	18	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/690	small	27	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/691	small	10	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/692	medium	30	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/693	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/694	tiny	4	ok	0	-	-	0.000	0.000
adversarial/695	medium	36	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/696	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	7.000	0.000
adversarial/697	medium	42	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/698	medium	34	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/699	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/700	medium	47	ok	0	coordinates,component_transforms,component_transforms_set	-	1.728	0.000
adversarial/701	medium	35	ok	0	coordinates,component_transforms,component_transforms_set	-	0.019	0.000
adversarial/702	small	23	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/703	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/704	large	51	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/705	tiny	7	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/706	tiny	9	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/707	small	15	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/708	medium	32	ok	0	coordinates,component_transforms,component_transforms_set	-	7.605	0.000
adversarial/709	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	8.466	0.000
adversarial/710	small	18	ok	0	coordinates,component_transforms,component_transforms_set	-	11.732	0.000
adversarial/711	medium	42	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/712	medium	42	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/713	small	20	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/714	medium	33	ok	0	coordinates,component_transforms,component_transforms_set	-	4.000	0.000
adversarial/715	small	14	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/716	tiny	6	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/717	small	17	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/718	medium	43	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/719	tiny	3	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/720	medium	40	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/721	small	12	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/722	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	1.366	0.000
adversarial/723	large	55	ok	0	coordinates,component_transforms,component_transforms_set	-	0.043	0.000
adversarial/724	large	50	ok	0	coordinates,component_transforms,component_transforms_set	-	0.490	0.000
adversarial/725	small	22	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/726	medium	46	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/727	tiny	7	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/728	medium	45	ok	0	coordinates,component_transforms,component_transforms_set	-	12.054	0.000
adversarial/729	large	57	ok	0	coordinates,component_transforms,component_transforms_set	-	0.007	0.000
adversarial/730	small	18	ok	0	coordinates,component_transforms,component_transforms_set	-	2.321	0.000
adversarial/731	small	17	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/732	medium	40	ok	0	coordinates,component_transforms,component_transforms_set	-	0.010	0.000
adversarial/733	small	15	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/734	medium	34	ok	0	coordinates,component_transforms,component_transforms_set	-	0.009	0.000
adversarial/735	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/736	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/737	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/738	large	55	ok	0	coordinates,component_transforms,component_transforms_set	-	0.026	0.000
adversarial/739	small	19	ok	0	coordinates,component_transforms,component_transforms_set	-	11.667	0.000
adversarial/740	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/741	small	10	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/742	small	23	ok	0	coordinates,component_transforms,component_transforms_set	-	7.613	0.000
adversarial/743	medium	45	ok	0	coordinates,component_transforms,component_transforms_set	-	4.931	0.000
adversarial/744	small	20	ok	0	coordinates,component_transforms,component_transforms_set	-	0.013	0.000
adversarial/745	medium	32	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/746	medium	46	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/747	large	68	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/748	large	50	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/749	large	61	ok	0	coordinates,component_transforms,component_transforms_set	-	0.048	0.000
adversarial/750	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/751	small	12	ok	1	-	-	0.000	0.000
adversarial/752	huge	78	ok	0	coordinates,component_transforms,component_transforms_set	-	34.458	0.000
adversarial/753	large	57	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/754	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/755	medium	36	ok	0	coordinates,component_transforms,component_transforms_set	-	1.978	0.000
adversarial/756	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/757	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	1.802	0.000
adversarial/758	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	10.423	0.000
adversarial/759	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/760	medium	44	ok	0	coordinates,component_transforms,component_transforms_set	-	0.012	0.000
adversarial/761	tiny	9	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/762	tiny	6	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/763	small	10	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/764	medium	49	ok	0	coordinates,component_transforms,component_transforms_set	-	23.937	0.000
adversarial/765	medium	40	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/766	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/767	tiny	6	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/768	large	51	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/769	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/770	large	62	ok	0	coordinates,component_transforms,component_transforms_set	-	0.011	0.000
adversarial/771	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/772	small	15	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/773	small	22	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/774	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/775	small	14	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/776	small	19	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/777	tiny	9	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/778	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	9.915	0.000
adversarial/779	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/780	huge	72	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/781	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/782	medium	38	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/783	small	20	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/784	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/785	medium	31	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/786	small	18	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/787	large	61	ok	0	coordinates,component_transforms,component_transforms_set	-	0.011	0.000
adversarial/788	small	24	ok	0	coordinates,component_transforms,component_transforms_set	-	1.921	0.000
adversarial/789	small	28	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/790	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/791	huge	72	ok	0	coordinates,component_transforms,component_transforms_set	-	0.004	0.000
adversarial/792	medium	38	ok	0	coordinates,component_transforms,component_transforms_set	-	0.006	0.000
adversarial/793	medium	32	ok	0	coordinates,component_transforms,component_transforms_set	-	3.003	0.000
adversarial/794	medium	46	ok	0	coordinates,component_transforms,component_transforms_set	-	0.004	0.000
adversarial/795	small	12	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/796	medium	33	ok	0	coordinates,component_transforms,component_transforms_set	-	0.010	0.000
adversarial/797	small	24	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/798	medium	49	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/799	small	11	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/800	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	0.012	0.000
adversarial/801	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/802	large	59	ok	0	coordinates,component_transforms,component_transforms_set	-	0.043	0.000
adversarial/803	small	23	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/804	medium	38	ok	0	coordinates,component_transforms,component_transforms_set	-	0.196	0.000
adversarial/805	medium	43	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/806	small	20	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/807	medium	33	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/808	huge	76	ok	0	coordinates,component_transforms,component_transforms_set	-	0.005	0.000
adversarial/809	small	11	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/810	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/811	small	16	ok	0	coordinates,component_transforms,component_transforms_set	-	4.275	0.000
adversarial/812	small	28	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/813	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/814	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/815	large	51	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/816	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	1.957	0.000
adversarial/817	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.063	0.000
adversarial/818	medium	49	ok	0	coordinates,component_transforms,component_transforms_set	-	28.486	0.000
adversarial/819	small	17	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/820	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/821	tiny	4	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/822	small	26	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/823	small	14	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/824	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
