# Parity manifest: which comparison tier each corpus input and
# observable is entitled to. Published evidence, regenerated by
# `zig build parity-manifest -Denable-oracle=true`; the portable
# gate lives in conformance/parity_expectations.tsv.
#
# Coordinate deviations are in bond lengths (one bond = 50 units)
# and are per-(architecture, toolchain, optimize-mode) values: they
# describe the build that produced this file, not a promise about
# any other build.
#
# member	bucket	atoms	status	clean_pose	arch_unstable	order_unstable	arch_max_dev_bl	order_max_dev_bl
adversarial/1012	small	20	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1013	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	9.742	0.000
adversarial/1014	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.034	0.000
adversarial/1015	large	63	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1016	medium	31	ok	0	coordinates,component_transforms,component_transforms_set	-	1.349	0.000
adversarial/1017	small	19	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1018	small	22	ok	0	coordinates,component_transforms,component_transforms_set	-	1.576	0.000
adversarial/1019	tiny	6	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1020	medium	36	ok	0	coordinates,component_transforms,component_transforms_set	-	0.025	0.000
adversarial/1021	tiny	4	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1022	medium	43	ok	0	coordinates,component_transforms,component_transforms_set	-	0.033	0.000
adversarial/1023	medium	45	ok	0	coordinates,dofs,dofs_set,component_transforms,component_transforms_set	-	6.469	0.000
adversarial/1024	large	56	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1025	medium	43	ok	0	coordinates,component_transforms,component_transforms_set	-	0.045	0.000
adversarial/1026	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1027	medium	45	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1028	large	65	ok	0	coordinates,component_transforms,component_transforms_set	-	0.042	0.000
adversarial/1029	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1030	small	23	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1031	small	18	ok	0	coordinates,component_transforms,component_transforms_set	-	3.464	0.000
adversarial/1032	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	4.234	0.000
adversarial/1033	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	0.004	0.000
adversarial/1034	medium	32	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1035	large	55	ok	0	coordinates,component_transforms,component_transforms_set	-	10.000	0.000
adversarial/1036	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	0.004	0.000
adversarial/1037	medium	38	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1038	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1039	medium	39	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1040	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	0.008	0.000
adversarial/1041	medium	49	ok	0	coordinates,component_transforms,component_transforms_set	-	10.689	0.000
adversarial/1042	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.070	0.000
adversarial/1043	medium	37	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1044	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1045	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.034	0.000
adversarial/1046	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1047	medium	32	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1048	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1049	medium	45	ok	0	coordinates,component_transforms,component_transforms_set	-	6.000	0.000
adversarial/1050	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1051	large	59	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1052	tiny	3	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1053	small	10	ok	0	coordinates,component_transforms,component_transforms_set	-	2.366	0.000
adversarial/1054	small	15	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1055	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	14.298	0.000
adversarial/1056	large	50	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1057	small	22	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1058	small	13	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1059	medium	42	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1060	small	24	ok	0	coordinates,component_transforms,component_transforms_set	-	6.117	0.000
adversarial/1061	small	28	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1062	small	13	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1063	large	56	ok	0	coordinates,component_transforms,component_transforms_set	-	2.401	0.000
adversarial/1064	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	1.501	0.000
adversarial/1065	huge	71	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1066	medium	30	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1067	small	22	ok	0	coordinates,component_transforms,component_transforms_set	-	0.018	0.000
adversarial/1068	small	11	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1069	large	54	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1070	large	50	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1071	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1072	large	58	ok	0	coordinates,component_transforms,component_transforms_set	-	38.130	0.000
adversarial/1073	small	26	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1074	medium	35	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1075	small	12	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1076	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.138	0.000
adversarial/1077	tiny	6	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1078	small	27	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1079	medium	33	ok	1	coordinates,component_transforms,component_transforms_set	-	0.006	0.000
adversarial/1080	small	25	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1081	small	14	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1082	medium	32	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1083	small	24	ok	0	coordinates,component_transforms,component_transforms_set	-	2.366	0.000
adversarial/1084	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1085	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1086	large	61	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1087	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1088	large	57	ok	0	coordinates,component_transforms,component_transforms_set	-	4.614	0.000
adversarial/1089	small	20	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1090	large	60	ok	0	coordinates,dofs,dofs_set,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1091	medium	34	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1092	small	15	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1093	medium	40	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1094	small	27	ok	0	coordinates,component_transforms,component_transforms_set	-	6.844	0.000
adversarial/1095	medium	47	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1096	small	23	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1097	large	56	ok	0	coordinates,dofs,dofs_set,component_transforms,component_transforms_set	-	8.571	0.000
adversarial/1098	small	10	ok	0	coordinates,component_transforms,component_transforms_set	-	0.040	0.000
adversarial/1099	medium	40	ok	0	coordinates,component_transforms,component_transforms_set	-	0.005	0.000
adversarial/1100	medium	33	ok	0	coordinates,component_transforms,component_transforms_set	-	8.999	0.000
adversarial/1101	huge	76	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1102	large	58	ok	0	coordinates,dofs,dofs_set,dof_penalties,dof_penalties_set,component_transforms,component_transforms_set	-	15.802	0.000
adversarial/1103	medium	38	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1104	tiny	5	ok	1	-	-	0.000	0.000
adversarial/1105	tiny	9	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1106	medium	36	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1107	small	23	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1108	medium	46	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1109	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	0.022	0.000
adversarial/1110	medium	39	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1111	large	56	ok	0	coordinates,component_transforms,component_transforms_set	-	0.029	0.000
adversarial/1112	large	60	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1113	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1114	tiny	4	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1115	tiny	7	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1116	large	58	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1117	medium	42	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1118	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	0.019	0.000
adversarial/1119	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1120	medium	36	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1121	large	66	ok	0	coordinates,component_transforms,component_transforms_set	-	0.044	0.000
adversarial/1122	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	8.801	0.000
adversarial/1123	medium	38	ok	0	coordinates,component_transforms,component_transforms_set	-	8.000	0.000
adversarial/1124	medium	35	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1125	small	10	ok	1	-	-	0.000	0.000
adversarial/1126	medium	43	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1127	medium	31	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1128	medium	43	ok	0	coordinates,dofs,dof_penalties,dof_penalties_set,component_transforms,component_transforms_set	-	6.506	0.000
adversarial/1129	small	19	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1130	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1131	tiny	7	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1132	large	50	ok	0	coordinates,component_transforms,component_transforms_set	-	8.046	0.000
adversarial/1133	medium	42	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1134	small	26	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1135	medium	39	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1136	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1137	medium	35	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1138	small	15	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1139	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1140	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1141	large	60	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1142	tiny	7	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1143	small	24	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1144	medium	37	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1145	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1146	large	61	ok	0	coordinates,component_transforms,component_transforms_set	-	0.008	0.000
adversarial/1147	medium	44	ok	0	coordinates,component_transforms,component_transforms_set	-	0.501	0.000
adversarial/1148	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1149	medium	44	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1150	large	55	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1151	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1152	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1153	small	21	ok	1	coordinates,component_transforms,component_transforms_set	-	2.000	0.000
adversarial/1154	large	60	ok	0	coordinates,component_transforms,component_transforms_set	-	0.006	0.000
adversarial/1155	huge	74	ok	0	coordinates,component_transforms,component_transforms_set	-	3.000	0.000
adversarial/1156	small	19	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1157	tiny	6	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1158	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1159	tiny	6	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1160	small	23	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1161	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1162	large	60	ok	0	coordinates,component_transforms,component_transforms_set	-	9.000	0.000
adversarial/1163	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	11.858	0.000
adversarial/1164	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1165	large	64	ok	0	coordinates,component_transforms,component_transforms_set	-	0.053	0.000
adversarial/1166	large	59	ok	0	coordinates,component_transforms,component_transforms_set	-	0.072	0.000
adversarial/1167	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	0.463	0.000
adversarial/1168	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1169	medium	36	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1170	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1171	medium	37	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1172	huge	72	ok	0	coordinates,dofs,dofs_set,component_transforms,component_transforms_set	-	12.737	0.000
adversarial/1173	small	15	ok	0	coordinates,component_transforms,component_transforms_set	-	7.699	0.000
adversarial/1174	small	29	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1175	small	23	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1176	large	55	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1177	large	54	ok	0	coordinates,component_transforms,component_transforms_set	-	0.013	0.000
adversarial/1178	medium	38	ok	0	coordinates,component_transforms,component_transforms_set	-	3.093	0.000
adversarial/1179	small	15	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1180	medium	44	ok	0	coordinates,component_transforms,component_transforms_set	-	0.005	0.000
adversarial/1181	medium	38	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1182	large	65	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1183	small	17	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1184	medium	30	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1185	small	20	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1186	large	52	ok	0	coordinates,component_transforms,component_transforms_set	-	3.059	0.000
adversarial/1187	large	54	ok	0	coordinates,component_transforms,component_transforms_set	-	8.375	0.000
adversarial/1188	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1189	medium	34	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1190	medium	42	ok	0	coordinates,component_transforms,component_transforms_set	-	11.555	0.000
adversarial/1191	small	11	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1192	medium	36	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1193	small	20	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1194	small	15	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1195	medium	37	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1196	medium	47	ok	0	coordinates,component_transforms,component_transforms_set	-	1.366	0.000
adversarial/1197	medium	44	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1198	large	52	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1199	medium	49	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1200	medium	31	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1201	tiny	6	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1202	large	58	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1203	tiny	7	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1204	medium	38	ok	0	coordinates,dofs,dofs_set,component_transforms,component_transforms_set	-	1.702	0.000
adversarial/1205	medium	39	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1206	medium	34	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1207	medium	47	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1208	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	23.399	0.000
adversarial/1209	medium	49	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1210	large	69	ok	0	coordinates,component_transforms,component_transforms_set	-	1.893	0.000
adversarial/1211	tiny	7	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1212	medium	43	ok	0	coordinates,component_transforms,component_transforms_set	-	8.375	0.000
adversarial/1213	small	26	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1214	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1215	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	1.400	0.000
adversarial/1216	medium	46	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1217	small	21	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1218	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	29.374	0.000
adversarial/1219	large	50	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1220	tiny	7	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1221	medium	46	ok	0	coordinates,dofs,dofs_set,dof_penalties,dof_penalties_set,component_transforms,component_transforms_set	-	1.534	0.000
adversarial/1222	medium	44	ok	0	coordinates,component_transforms,component_transforms_set	-	8.350	0.000
adversarial/1223	small	27	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1224	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1225	medium	45	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1226	large	50	ok	0	coordinates,component_transforms,component_transforms_set	-	6.059	0.000
adversarial/1227	huge	71	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1228	small	13	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1229	small	25	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1230	medium	33	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1231	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1232	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1233	small	19	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1234	small	14	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1235	large	57	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1236	small	15	ok	1	coordinates,component_transforms,component_transforms_set	-	7.701	0.000
adversarial/1237	medium	35	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1238	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1239	medium	36	ok	0	coordinates,component_transforms,component_transforms_set	-	0.160	0.000
adversarial/1240	tiny	5	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1241	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1242	medium	46	ok	0	coordinates,component_transforms,component_transforms_set	-	5.717	0.000
adversarial/1243	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	5.450	0.000
adversarial/1244	medium	31	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1245	medium	34	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1246	medium	46	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1247	large	57	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1248	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1249	small	20	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1250	medium	49	ok	0	coordinates,component_transforms,component_transforms_set	-	3.916	0.000
adversarial/1251	small	22	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1252	large	60	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1253	medium	48	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1254	tiny	3	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1255	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.008	0.000
adversarial/1256	small	26	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1257	small	21	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1258	small	13	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1259	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1260	huge	70	ok	0	coordinates,component_transforms,component_transforms_set	-	5.404	0.000
adversarial/1261	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	0.003	0.000
adversarial/1262	large	68	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1263	medium	34	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1264	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	13.876	0.000
adversarial/1265	huge	79	ok	0	coordinates,component_transforms,component_transforms_set	-	10.383	0.000
adversarial/1266	small	16	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1267	large	66	ok	0	coordinates,component_transforms,component_transforms_set	-	0.030	0.000
adversarial/1268	small	27	ok	1	coordinates,component_transforms,component_transforms_set	-	1.626	0.000
adversarial/1269	medium	47	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1270	medium	40	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1271	huge	73	ok	0	coordinates,component_transforms,component_transforms_set	-	0.142	0.000
adversarial/1272	medium	33	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1273	small	25	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1274	medium	31	ok	0	coordinates,component_transforms,component_transforms_set	-	5.936	0.000
adversarial/1275	large	54	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1276	large	53	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1277	large	68	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1278	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1279	medium	49	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1280	small	13	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1281	small	25	ok	0	coordinates,component_transforms,component_transforms_set	-	0.006	0.000
adversarial/1282	small	24	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1283	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	6.411	0.000
adversarial/1284	medium	40	ok	0	coordinates,component_transforms,component_transforms_set	-	6.120	0.000
adversarial/1285	small	13	ok	1	coordinates,component_transforms,component_transforms_set	-	8.000	0.000
adversarial/1286	medium	45	ok	0	coordinates,component_transforms,component_transforms_set	-	6.720	0.000
adversarial/1287	large	62	ok	0	coordinates,component_transforms,component_transforms_set	-	4.330	0.000
adversarial/1288	medium	45	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1289	small	16	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1290	medium	47	ok	0	coordinates,component_transforms,component_transforms_set	-	0.007	0.000
adversarial/1291	huge	71	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1292	medium	32	ok	0	coordinates,component_transforms,component_transforms_set	-	5.358	0.000
adversarial/1293	medium	32	ok	1	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1294	small	19	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1295	medium	39	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
adversarial/1296	medium	36	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1297	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	0.006	0.000
adversarial/1298	small	23	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1299	medium	40	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1300	small	11	ok	1	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1301	medium	31	ok	0	coordinates,component_transforms,component_transforms_set	-	0.013	0.000
adversarial/1302	large	61	ok	0	coordinates,component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1303	medium	41	ok	0	coordinates,component_transforms,component_transforms_set	-	0.019	0.000
adversarial/1304	medium	30	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1305	large	56	ok	0	coordinates,component_transforms,component_transforms_set	-	5.028	0.000
adversarial/1306	small	21	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1307	large	55	ok	0	coordinates,component_transforms,component_transforms_set	-	0.031	0.000
adversarial/1308	small	24	ok	0	coordinates,component_transforms,component_transforms_set	-	0.001	0.000
adversarial/1309	small	18	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1310	small	29	ok	0	coordinates,component_transforms,component_transforms_set	-	16.113	0.000
adversarial/1311	small	28	ok	0	coordinates,component_transforms,component_transforms_set	-	0.042	0.000
adversarial/1312	medium	31	ok	0	component_transforms,component_transforms_set	-	0.000	0.000
adversarial/1313	huge	81	ok	0	coordinates,component_transforms,component_transforms_set	-	0.002	0.000
